id,project_id,author_id,body,created_at
172,151,67357d35-e727-50a5-9114-d5f2da172374,I have put the notes for Public toilet access notes in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-15T10:30:00+00:00
173,152,7298015b-9105-595a-b879-3013c08053f7,The first flow is being built and tested around coursework. Current focus: track the source language of each term. Contributors explain terms in their own words rather than copying chapters.,2026-09-12T20:30:00+00:00
174,152,cb162f3d-006f-544e-bfa6-f9abb8a52026,I have put the notes for Reading list translator notes in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-14T10:30:00+00:00
175,153,06657aeb-b604-5b0d-9281-d2e5afb78a9d,We are still checking the scope before building. Current focus: move missed sessions to a free day. Allow rescheduling when someone misses a session instead of adding guilt messages.,2026-09-14T22:30:00+00:00
176,154,082b47e7-5a06-5a34-bd49-595c82b2b196,The first flow is being built and tested around coursework. Current focus: hide identifying details in calendar exports. Use participant codes in the calendar and keep contact details outside the prototype.,2026-09-10T01:30:00+00:00
177,154,f22a7317-9c2b-5d13-99b9-1a1622094bb3,I have put the notes for Research interview scheduler in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-18T10:30:00+00:00
178,155,783491ec-2857-52e8-a102-766d7abba6d2,The first flow is being built and tested around coursework. Current focus: add a minimal-reproduction checklist. Use links to public issues and original notes; do not copy entire discussions.,2026-08-20T06:30:00+00:00
179,155,0e992dba-f631-52d1-b7e3-76faec77c33f,I have put the notes for Open-source issue notebook in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-17T10:30:00+00:00
180,156,3d016498-e16a-5ad9-95c7-b633dfc6a142,The scoped prototype is complete; the handover notes explain its limits. Current focus: display values per serving and per 100g. Explain units without giving personalised dietary advice.,2026-08-07T07:30:00+00:00
181,157,f22a7317-9c2b-5d13-99b9-1a1622094bb3,The scoped prototype is complete; the handover notes explain its limits. Current focus: mark unverified entrance reports. Keep audit findings separate from verified access information.,2026-07-26T14:30:00+00:00
182,158,4cf03b5a-e2ca-57f2-95b8-16a3b92247e6,We are still checking the scope before building. Current focus: add an equipment responsibility list. Weather and tide checks remain external and need a visible source date.,2026-08-28T18:30:00+00:00
183,159,1767869f-381f-59b9-acac-01da2d539e40,The scoped prototype is complete; the handover notes explain its limits. Current focus: aggregate readings to public street segments. Keep no audio recordings or precise home locations.,2026-07-23T19:30:00+00:00
184,160,eb397f92-99ac-5f0f-8f81-3540865f0477,The first flow is being built and tested around coursework. Current focus: detect booking overlap before saving. A late return should flag the next booking rather than cancel it silently.,2026-09-13T05:30:00+00:00
185,160,6e82bb3e-ede8-5803-ba1a-cc3aa8766199,I have put the notes for Shared camera bookings in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-18T10:30:00+00:00
186,161,25797954-b022-582e-8349-e1e2c141368c,The first flow is being built and tested around coursework. Current focus: add transcripts beside audio controls. Use original scripts and transcripts; do not assume visitors can hear audio.,2026-09-10T03:30:00+00:00
187,162,1bc15434-bc22-56cc-a890-336efd2a11e5,The scoped prototype is complete; the handover notes explain its limits. Current focus: add keyboard focus to data points. Every chart includes a data table and a short written takeaway.,2026-07-15T03:30:00+00:00
188,163,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,We are still checking the scope before building. Current focus: separate interest from confirmed orders. No card data or payments; organisers confirm orders offline.,2026-08-15T20:30:00+00:00
189,164,e0b64119-ecb0-52a5-852d-39c211ce337a,The first flow is being built and tested around coursework. Current focus: expire listings after the agreed pickup date. Use approximate collection areas and remove stale listings.,2026-09-06T15:30:00+00:00
190,164,1b1e4344-fde4-5cc2-b82c-4fb458696522,I have put the notes for Second-hand desk finder in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-14T10:30:00+00:00
191,165,302b84f9-9053-5cf7-bed0-305678227875,We are still checking the scope before building. Current focus: let teammates confirm contribution notes. Track agreed contributions without turning them into a competitive score.,2026-08-29T19:30:00+00:00
192,166,a2cc3818-be31-5aeb-828c-e23f579431aa,Paused while the team is on placements. The current work is saved for a later handover. Current focus: add explanations for close alternatives. Keep explanations with the cards so wrong answers teach something.,2026-07-21T17:30:00+00:00
193,167,20b63262-d3e6-555a-95b2-84fc87694a19,The first flow is being built and tested around coursework. Current focus: tag errors by likely cause. Use anonymised examples and keep the original error text searchable.,2026-09-13T20:30:00+00:00
194,167,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,I have put the notes for Lab error notebook in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-17T10:30:00+00:00
195,168,ae96d203-7a11-52ed-9e02-cd93c3dda603,The scoped prototype is complete; the handover notes explain its limits. Current focus: show the source bulletin timestamp. Link to official bulletins and never publish independent emergency advice.,2026-08-04T17:30:00+00:00
196,169,8819cb55-67e6-5a55-98c8-d80446975a9e,The first flow is being built and tested around coursework. Current focus: calculate the break-even attendance. Show fixed costs separately from costs per participant.,2026-09-17T18:30:00+00:00
197,169,a070c6d0-c23b-5036-b352-f16db0d6ec8e,I have put the notes for Workshop cost calculator in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-15T10:30:00+00:00
198,170,d0c58825-6ead-50f6-9a07-f2f95dbb51ea,The first flow is being built and tested around coursework. Current focus: add a confusion matrix by packaging type. Show uncertain predictions and record class imbalance.,2026-08-10T03:30:00+00:00
199,170,0b532307-3033-5baf-b61c-915d1213c01f,I have put the notes for Recycling label classifier in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-14T10:30:00+00:00
200,171,95927b04-f214-5c26-878d-fb55176e41bc,We are still checking the scope before building. Current focus: annotate gaps in the timetable sample. Distinguish cancelled trips from missing records.,2026-09-15T04:30:00+00:00
201,172,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,The first flow is being built and tested around coursework. Current focus: reject unexpected file sizes safely. Open files locally and avoid uploading real personal exports.,2026-07-24T05:30:00+00:00
202,172,90cced0e-f2c7-528c-bd28-38c44ead6c98,I have put the notes for Personal data export viewer in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-18T10:30:00+00:00
203,173,a60d0128-bffa-5d2d-9915-36693e6bc3ba,The scoped prototype is complete; the handover notes explain its limits. Current focus: add a discussion prompt to each example. Explain trade-offs and accept more than one reasonable solution.,2026-08-04T19:30:00+00:00
204,174,7bdf8ad6-1318-5f74-9112-e2b655e215a2,The first flow is being built and tested around coursework. Current focus: add image attribution fields. Only use images with permission and include captions.,2026-08-05T00:30:00+00:00
205,174,6988340a-a3c1-5fda-a996-711f1723c649,I have put the notes for Club archive timeline in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-16T10:30:00+00:00
206,175,7624f38b-fbca-546f-af04-c9dda9318f82,Paused while the team is on placements. The current work is saved for a later handover. Current focus: separate repair status from loan status. Use fictional asset data and avoid storing borrower identity documents.,2026-08-23T22:30:00+00:00
207,176,d2a70bca-a25c-522f-9b7e-c967b69503cc,"The first flow is being built and tested around coursework. Current focus: allow uncertain species identifications. Location accuracy varies, and observations are not species certifications.",2026-09-08T18:30:00+00:00
208,176,f4793612-bd5c-52c4-b29e-226fe28a77ca,I have put the notes for Pollinator count map in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-14T10:30:00+00:00
209,177,e747fee0-a84b-5f51-98a3-7481903c9023,The first flow is being built and tested around coursework. Current focus: add alternate accepted spellings. Keep regional variants visible instead of marking them wrong.,2026-09-18T10:30:00+00:00
210,177,eb3717c1-cd92-5eeb-af40-9df7f3132426,I have put the notes for Local language quiz pack in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-13T10:30:00+00:00
211,178,5421f79d-ed60-5eed-852b-01b379adab9e,The first flow is being built and tested around coursework. Current focus: assign an owner to each manual check. Separate automated findings from checks that require a person.,2026-08-27T19:30:00+00:00
212,178,4307ee18-2e16-50be-abbc-db160bb8e8fd,I have put the notes for Tiny accessibility backlog in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-18T10:30:00+00:00
213,179,610e9654-06d6-5e55-959b-377b8749b8f9,Paused while the team is on placements. The current work is saved for a later handover. Current focus: add a text-only reading option. Provide text alternatives and avoid collecting reader analytics.,2026-09-17T23:30:00+00:00
214,180,54561bf4-fe37-5b37-934d-9c7f81542f8b,The scoped prototype is complete; the handover notes explain its limits. Current focus: show when a refill point was last checked. Reports need a recent check; never infer drinking-water safety.,2026-07-28T09:30:00+00:00
215,181,ef763ec1-f93c-5744-9640-4ca59adf9347,"The scoped prototype is complete; the handover notes explain its limits. Current focus: make document requirements editable. Store checklist state, not passports, bank records or scholarship decisions.",2026-09-06T17:30:00+00:00
216,182,3bc3e38a-5ff7-5330-ab2d-8add18e85d57,We are still checking the scope before building. Current focus: add a next-session question field. Use fictional learners and avoid diagnostic labels.,2026-09-05T15:30:00+00:00
217,183,da462241-608b-5422-bdbd-0d98184a433d,The first flow is being built and tested around coursework. Current focus: preserve units in exported tables. Keep measurements unchanged and label generated section headings.,2026-09-17T20:30:00+00:00
218,183,484e243b-afd7-5767-bb0f-4262c0334aea,I have put the notes for Markdown lab report builder in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-13T10:30:00+00:00
219,184,2e2e8079-6c9e-51c9-bc7e-1475045fd514,The scoped prototype is complete; the handover notes explain its limits. Current focus: add calibration dates to sensor data. Show calibration notes and missing readings without health guarantees.,2026-07-19T04:30:00+00:00
220,185,d5dc7189-89df-5fd7-983f-1124b6de3d68,"The first flow is being built and tested around coursework. Current focus: separate required work from optional extras. No legal templates; focus on deliverables, revisions and assumptions.",2026-08-27T23:30:00+00:00
221,185,eb3717c1-cd92-5eeb-af40-9df7f3132426,I have put the notes for Freelance scope worksheet in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-17T10:30:00+00:00
222,186,40120057-c43a-5745-9d3a-d9b0c6b1e84e,The first flow is being built and tested around coursework. Current focus: limit shared schedules to pickup windows. Keep recipient details out of shared schedules.,2026-08-11T22:30:00+00:00
223,186,1bc15434-bc22-56cc-a890-336efd2a11e5,I have put the notes for Mutual aid pickup rota in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-16T10:30:00+00:00
224,187,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,The first flow is being built and tested around coursework. Current focus: group discussion cards by chapter. Reference chapters without copying the text of the book.,2026-07-26T08:30:00+00:00
225,187,6e82bb3e-ede8-5803-ba1a-cc3aa8766199,I have put the notes for Book club question cards in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-15T10:30:00+00:00
226,188,3d5b480d-3962-5c76-96ca-5459d65372aa,The scoped prototype is complete; the handover notes explain its limits. Current focus: keep captions attached when images reorder. Use self-made sample images and retain captions.,2026-09-01T02:30:00+00:00
227,189,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,We are still checking the scope before building. Current focus: test owner and non-owner requests. Use isolated sample records and show why a denied request failed.,2026-07-16T09:30:00+00:00
228,190,facb4557-eabe-5f8b-89cc-f223b91c89b7,The first flow is being built and tested around coursework. Current focus: export a reproducible cleaning history. Do not silently replace missing values or modify the raw file.,2026-09-13T23:30:00+00:00
229,190,cb162f3d-006f-544e-bfa6-f9abb8a52026,I have put the notes for Field survey cleaning log in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-18T10:30:00+00:00
230,191,001e944b-e64e-5742-afb7-5e04327e41ee,The first flow is being built and tested around coursework. Current focus: reproduce two requests for the same slot. The exercise never connects to a real booking system.,2026-07-28T14:30:00+00:00
231,191,90cced0e-f2c7-528c-bd28-38c44ead6c98,I have put the notes for Study room booking replay in the handover checklist. The next review will focus on the first-use flow and the error states.,2026-09-17T10:30:00+00:00
